Магазин,Координаты,Время покупки,Категории,Бренды,Номер карточки,Количество товаров,Стоимость покупок
Семишагофф,"(59.9112807,30.3476646)",2023-04-22 12:35:30.428473,"{'Освежитель воздуха', 'Напитки', 'Сметана', 'Мясо', 'Полуфабрикаты', 'Фрукты'}","{'Фруктовый край', 'Air Wick', 'Останкино', 'Глобус', 'Добрый', 'Простоквашино', 'Агроферма'}",2200 8894 8845 4002,7,1115
#Herzen книги,"(59.9349339,30.3234249)",2023-09-04 12:08:30.402809,"{'Философия', 'Фантастика', 'Научная фантастика', 'Саморазвитие', 'Детская литература', 'Классика', 'Эзотерика', 'Юмор'}","{'Брэдбери', 'Канеман', 'Кастанеда', 'Хайнлайн', 'Шопенгауэр', 'Гашек', 'Тургенев', 'Марк Твен', 'Бианки'}",4279 6630 4747 5801,9,3070
Гранат Эко,"(59.9216431,30.3454005)",2023-11-10 13:03:52.511591,"{'Ликер', 'Джин', 'Вино', 'Шампанское', 'Ром', 'Сидр', 'Пиво', 'Виски'}","{""Hendrick's"", 'Moet & Chandon', 'Magners', 'Veuve Clicquot', 'Абрау-Дюрсо', ""Sheridan's"", ""Gordon's"", 'Guinness', 'Jameson', 'Havana Club'}",4279 8404 7343 5825,10,16130
DNS,"(59.9155222,30.3178112)",2024-06-24 21:21:04.446707,"{'Роутер', 'Планшет', 'Принтер', 'Колонки', 'Фотоаппарат', 'Клавиатура', 'Часы', 'Умная колонка', 'Электронная книга', 'Смартфон', 'Ноутбук'}","{'PocketBook', 'Brother', 'Yandex', 'Linksys', 'Huawei', 'Canon', 'OnePlus', 'Epson', 'HP', 'Apple', 'Razer', 'Samsung', 'JBL'}",2200 6300 9153 4267,16,358500
Красное&Белое,"(59.9030695,30.3242598)",2023-08-08 14:55:41.246128,"{'Портвейн', 'Джин', 'Вермуты', 'Коньяк', 'Текила', 'Шампанское', 'Ром', 'Водка', 'Пиво', 'Виски'}","{'Patron', 'Jameson', 'Espolon', 'Havana Club', 'Абсолют', 'Don Julio', 'Campari', 'Hennessy', 'The Macallan', 'Moet & Chandon', ""Dow's"", ""Cockburn's"", 'Fonseca', 'Hoegaarden', ""Hendrick's"", 'Carlsberg', ""Gordon's"", 'Bacardi', 'Captain Morgan', 'Courvoisier'}",2206 2396 7356 3247,22,40620
Красное&Белое,"(59.9289424,30.3247591)",2024-08-10 09:29:17.483024,"{'Коньяк', 'Эль', 'Вино', 'Ром', 'Виски'}","{'Old Speckled Hen', 'Jameson', 'Шато Тамань', 'The Macallan', 'Sailor Jerry', 'Remy Martin'}",2204 1209 5441 9483,6,10800
Ароматный мир,"(59.9223551,30.2929959)",2024-05-24 16:20:39.638539,"{'Ликер', 'Бренди', 'Джин', 'Коньяк', 'Вино', 'Текила', 'Шампанское', 'Ром', 'Водка', 'Сидр', 'Пиво', 'Виски'}","{'Patron', 'Шато Тамань', 'Amaretto', 'Havana Club', 'Абсолют', 'Финляндия', ""Sheridan's"", 'Hennessy', 'The Macallan', 'Bombay Sapphire', 'Ararat', 'Budweiser', 'Fizzy', 'Leffe', 'Советское', 'Bacardi', 'Vecchia Romagna', 'Jose Cuervo', 'Арарат'}",5489 1029 7370 4479,20,26730
Главпиво,"(59.9194178,30.2879821)",2023-09-09 21:35:15.704732,"{'Ликер', 'Бренди', 'Портвейн', 'Джин', 'Вермуты', 'Коньяк', 'Эль', 'Вино', 'Текила', 'Ром', 'Водка', 'Пиво'}","{'Courvoisier', 'Amaretto', 'Havana Club', 'Pliska', 'Финляндия', 'Campari', 'Bass Pale Ale', 'Baileys', 'Stella Artois', ""Cockburn's"", 'Ararat', 'Budweiser', 'Beefeater', 'Массандра', 'Абрау-Дюрсо', 'Bacardi', 'Jose Cuervo', 'Sailor Jerry', 'Fonseca'}",4272 6636 2240 8666,19,20980
ГикТрип,"(59.9152851,30.3409045)",2024-07-15 09:29:07.825336,"{'Философия', 'Бизнес-литература', 'Научпоп', 'Поэзия', 'Научная фантастика', 'Саморазвитие', 'Классика', 'Эзотерика', 'Юмор', 'Детектив'}","{'Вудхаус', 'Чейз', 'Лермонтов', 'Браун', 'Достоевский', 'Островский', 'Грин', 'Трамп', 'Блаватская', 'Саймак', 'Кант'}",4272 5724 9916 9629,12,4450
Буквоед,"(59.9158527,30.3090949)",2023-07-30 13:57:06.696500,"{'Современная проза', 'Научпоп', 'Поэзия', 'Психология', 'Исторический роман'}","{'Юнг', 'Есенин', 'Толстой А.', 'Пелевин', 'Саган'}",2202 3657 3938 1857,5,1870
Перекрёсток,"(59.935793,30.3158586)",2023-01-06 21:50:15.667461,"{'Бытовая химия', 'Кофе и чай', 'Майонез', 'Шампунь', 'Рыба и морепродукты', 'Кондитерские изделия', 'Бакалея', 'Прокладки', 'Колбасные изделия', 'Хлебобулочные', 'Мясо', 'Рис', 'Колбаса', 'Консервы', 'Замороженные продукты'}","{'Великолукский МК', 'Ahmad', 'Бондюэль', 'Ariel', 'Увелка', 'Слодыч', 'Булочный Завод', 'Рыбная фабрика', 'Дымов', 'Head & Shoulders', 'Шебекинские', 'Always', 'Сибирская коллекция', 'Мираторг', 'Махеев'}",5489 9066 3565 6281,15,3292
РеалЪ,"(59.9339821,30.3134871)",2023-10-27 15:07:34.493464,"{'Крупы', 'Газировка', 'Молочные продукты', 'Крупа гречневая', 'Шампунь', 'Соусы и специи', 'Кондитерские изделия', 'Бакалея', 'Хлебобулочные', 'Рис', 'Консервы'}","{'Главпродукт', 'Наполеон', 'Clear', 'Heinz', 'Златые', 'Мистраль', 'Pepsi', 'Националь', 'Домик в деревне', 'Булочная Столичная'}",2204 2994 1151 5636,11,1304
Красное&Белое,"(59.9314066,30.2948311)",2024-03-17 14:30:29.263204,"{'Портвейн', 'Джин', 'Эль', 'Вино', 'Ром', 'Пиво'}","{'Абрау-Дюрсо', 'Bombay Sapphire', 'Old Speckled Hen', ""Cockburn's"", 'Инкерман', 'Amstel', 'Sailor Jerry', 'Budweiser'}",4276 5427 2730 4105,8,5340
Красное&Белое,"(59.8996623,30.3074459)",2023-01-17 09:02:13.711069,"{'Ликер', 'Бренди', 'Портвейн', 'Джин', 'Вермуты', 'Коньяк', 'Вино', 'Текила', 'Сидр', 'Пиво', 'Виски'}","{'Кизлярский', 'Metaxa', 'Leffe', 'Patron', ""Jack Daniel's"", 'Cinzano Bianco', ""Sheridan's"", 'Campari', 'Jameson', 'Noilly Prat', 'Strongbow', ""Gordon's"", 'Hennessy', ""Graham's"", 'Шато Тамань', 'Hoegaarden', 'Budweiser', 'Арарат'}",4272 3081 3689 5315,20,25890
Буквоед,"(59.9346856,30.3336143)",2024-03-11 15:28:17.522794,"{'Философия', 'Современная проза', 'Научпоп', 'Фантастика', 'Саморазвитие', 'Поэзия', 'Научная фантастика', 'Психология', 'Приключения', 'Классика', 'Исторический роман', 'Фэнтези', 'Детектив'}","{'Чейз', 'Канеман', 'Брэдбери', 'Дик', 'Глуховский', 'Лао-цзы', 'Герберт', 'Ахматова', 'Хмелевская', 'Чехов', 'Саган', 'Трамп', 'Толкин', 'Дефо', 'Дюма', 'Бандура', 'Маклин', 'Кларк'}",2204 4268 5491 7872,21,7780
РеалЪ,"(59.9339821,30.3134871)",2023-10-11 15:37:09.238237,"{'Крупы', 'Бытовая химия', 'Детские товары', 'Корма для животных', 'Минеральная вода', 'Кошачий корм', 'Молоко', 'Соусы и специи', 'Рыба и морепродукты', 'Консервы', 'Замороженные продукты'}","{'Heinz', 'Боржоми', 'Хаггис', 'Солнце и Луна', 'Китикэт', 'Рыбная фабрика', 'Felix', 'Мистер Мускул', 'Рузком', 'Сибирская коллекция', 'Whiskas', 'Простоквашино', 'Селяночка'}",4272 6392 2925 3958,13,3309
Красное&Белое,"(59.9270529,30.3306546)",2023-09-05 21:52:43.700032,"{'Ликер', 'Джин', 'Коньяк', 'Эль', 'Текила', 'Шампанское', 'Пиво'}","{'Baileys', 'Patron', 'Bombay Sapphire', 'Olmeca', 'Old Speckled Hen', ""Sheridan's"", ""Fuller's"", 'Арарат', 'Hennessy', 'Heineken', 'Amstel', 'Martini Asti', 'Courvoisier'}",4279 6264 8210 8527,14,20920
Старая книга на Рижском,"(59.9137338,30.2862303)",2023-11-06 13:32:22.441950,"{'Философия', 'Бизнес-литература', 'Поэзия', 'Детская литература', 'Психология', 'Приключения', 'Классика', 'Исторический роман', 'Фэнтези', 'Эзотерика', 'Юмор'}","{'Сабатини', 'Манфреди', 'Кастанеда', 'Эриксон', 'Лесков', 'Ницше', 'Пушкин', 'Бажов', 'Юнг', 'Драгунский', 'Рам Дас', 'Блаватская', 'Толкин', 'Дефо', 'Талеб', 'Гашек', 'Платон', 'Бунин', 'Маршак', 'Бианки', 'Кант'}",2200 8891 3836 3418,25,9060
DNS,"(59.9222414,30.3353575)",2023-12-27 10:13:50.893796,"{'Принтер', 'Монитор', 'Проектор', 'Часы', 'Внешний жесткий диск', 'Телевизор', 'Видеокарта', 'Сканер'}","{'Seagate', 'Philips', 'Nvidia', 'HP', 'Epson', 'Sony', 'LG', 'Samsung'}",5489 4391 9334 3146,11,177500
Семишагофф,"(59.9301524,30.3223468)",2023-12-14 20:48:07.534532,"{'Колбасные изделия', 'Овощи', 'Замороженные продукты', 'Детские товары', 'Освежитель воздуха', 'Сладости', 'Молочные продукты', 'Кондитерские изделия', 'Бакалея', 'Прокладки', 'Соусы и специи', 'Рыба и морепродукты', 'Рис', 'Майонез', 'Крупы', 'Газировка', 'Молоко', 'Напитки', 'Сок'}","{'Рыбная фабрика', 'Добрый', 'Always', 'Морозко', 'Наполеон', 'Heinz', 'Свой урожай', 'Брест-Литовск', 'Pampers', 'Балтийский берег', 'Мистраль', 'Glade', 'Юбилейное', 'Кухня без границ', 'Златые', 'Calve', 'Pepsi', 'Окраина', 'Домик в деревне', 'Шебекинские', 'Селяночка'}",5469 6608 8139 5285,24,4464
Пятёрочка,"(59.9223285,30.2811288)",2023-02-12 15:15:50.423398,"{'Колбасные изделия', 'Замороженные продукты', 'Минеральная вода', 'Салфетки', 'Водка', 'Мясо', 'Фрукты', 'Косметика и уход', 'Гель для душа', 'Молочные продукты', 'Кондитерские изделия', 'Сосиски', 'Макароны', 'Кофе и чай', 'Конфеты', 'Вода', 'Средство для мытья посуды', 'Полуфабрикаты', 'Консервы'}","{'Colgate', 'Белуга', 'Наполеон', 'Агроферма', 'Останкино', 'Брест-Литовск', 'AOS', 'Рот Фронт', 'Мираторг', 'Kleenex', 'Барилла', 'Nescafe', 'Ессентуки', 'Аква Минерале', 'Окраина', 'Рузком', 'Клинский', 'Простоквашино', 'Nivea'}",5406 9277 4408 8704,23,4686
Союз печатников,"(59.9232805,30.2894246)",2023-12-11 12:15:28.713862,"{'Философия', 'Современная проза', 'Бизнес-литература', 'Фантастика', 'Поэзия', 'Саморазвитие', 'Научпоп', 'Детская литература', 'Психология', 'Приключения', 'Классика', 'Исторический роман', 'Фэнтези', 'Эзотерика', 'Юмор'}","{'Бродский', 'Глуховский', 'Воннегут', 'Фромм', 'Эриксон', 'Пиаже', 'Кларк', 'Бажов', 'Толстой А.', 'Тайсон', 'Тургенев', 'Толкин', 'Успенский', 'Карнеги', 'Достоевский', 'Талеб', 'Гашек', 'Стивенсон', 'Платон', 'Кийосаки', 'Маккьюэн', 'Дюма'}",4272 7417 7584 6193,25,9690
Норман,"(59.9075864,30.2967032)",2023-02-23 13:29:08.147622,"{'Ликер', 'Бренди', 'Портвейн', 'Джин', 'Вермуты', 'Коньяк', 'Вино', 'Водка', 'Сидр', 'Пиво'}","{'Sandeman', 'Metaxa', 'Инкерман', 'Шато Тамань', 'Tanqueray', 'Абсолют', 'Campari', 'Apple Fox', 'Torres', 'Stella Artois', 'Malibu', 'Массандра', 'Magners', 'Fizzy', 'Абрау-Дюрсо', ""Gordon's"", 'Vecchia Romagna', 'Somersby', 'Арарат'}",2200 3224 3356 4750,21,17970
Ароматный мир,"(59.9181694,30.2802066)",2023-07-18 18:25:21.074889,"{'Ликер', 'Бренди', 'Портвейн', 'Джин', 'Вермуты', 'Коньяк', 'Эль', 'Текила', 'Шампанское', 'Ром', 'Водка', 'Сидр', 'Пиво'}","{'Белуга', 'Newcastle Brown Ale', 'Amaretto', 'Campari', 'Guinness', 'Strongbow', 'Amstel', 'Zacapa', 'Torres', ""Cockburn's"", 'Martini Rosso', 'Budweiser', 'Remy Martin', ""Hendrick's"", 'Carlsberg', 'Советское', ""Gordon's"", 'Jose Cuervo', ""Graham's"", 'Courvoisier'}",2204 4776 1652 6756,25,27000
Дикси,"(59.9263283,30.3470236)",2024-03-15 22:23:15.401060,"{'Крупы', 'Бытовая химия', 'Средство для ванной', 'Корма для животных', 'Мусорные пакеты', 'Мыло', 'Вино', 'Напитки', 'Сосиски', 'Хлебобулочные', 'Замороженные овощи', 'Мясо', 'Полуфабрикаты', 'Майонез'}","{'Шардоне', 'Cillit Bang', 'Останкино', 'Увелка', 'Coca-Cola', 'Calve', '4 сезона', 'Булочный Завод', 'Мистер Мускул', 'Fackelmann', 'Pedigree', 'Мираторг', 'Dove'}",5406 1171 9436 7253,14,2309
Express Publishing,"(59.9267454,30.3226005)",2024-04-23 20:56:04.655679,"{'Бизнес-литература', 'Фантастика', 'Поэзия', 'Саморазвитие', 'Научная фантастика', 'Детская литература', 'Классика', 'Исторический роман', 'Фэнтези', 'Эзотерика', 'Юмор', 'Детектив'}","{'Манфреди', 'Ильф и Петров', 'Чехов', 'Лесков', 'Азимов', 'Кларк', 'Толкин', 'Маклин', 'Лермонтов', 'Синек', 'Есенин', 'Гашек', 'Кови', 'Трамп', 'Чейз', 'Гурджиев', 'Браун', 'Маккьюэн', 'Бианки'}",2204 2026 4929 2175,22,7920
